University,Latitude,Longitude,Biome,Proximity to nearest edge,Proximity to safety,Proximity to human structures,Date,Time,Clouds,Precipitation,Wind,Squirrel species,Total vigilance,Total foraging,Total Alert Feeding,Total social,Total other,Total out of sight,Notes and comments,Number of conspecifics,Direct interaction with conspecifics,Conspecifics within 15m,Notes on conspecific behavior,Number of humans present other than yourself,Direct interaction with humans,Humans within 15m ,Notes on human behavior,Number of dogs present,Direct interaction with dogs,Dogs within 15m,Notes on dog behavior,Other animals present
Gonzaga,47.667609999999996,-117.40218999999999,Core college campus,3 - 10m,< 3m,"Within 15 meters of sidewalks, Within 15 meters of paved road, Within 15 meters of buildings","Friday, October 22, 2021",3:16:00 PM,Mostly sunny,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),0.0,2.0,14.0,0,0.0,0,Human feeding interaction occurred during this observation period.,2,No,No,,1.0,Yes,Yes,The man was feeding the squirrel during this observation period.,0.0,No,No,,
Gonzaga University,47.667884,-117.403842,Core college campus,3 - 10m,3 - 15m,Within 15 meters of buildings,"Saturday, October 23, 2021",3:19:00 PM,None,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),6.0,5.0,4.0,0,0.0,1,Running and foraging in grass and flower beds,0,No,No,,2.0,No,Yes,Walking on path,0.0,No,No,,0
Gonzaga University,47.667559999999995,-117.402427,Core college campus,0 - 3m,< 3m,Within 15 meters of sidewalks,"Sunday, October 24, 2021",3:20:00 PM,Mostly cloudy,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),4.0,3.0,5.0,1,3.0,0,,1,Yes,No,Interaction with squirrel ~50 feet away,0.0,,,,0.0,,,,
Gonzaga University,47.667559999999995,-117.402427,Core college campus,0 - 3m,< 3m,Within 15 meters of sidewalks,"Monday, October 25, 2021",3:20:00 PM,Mostly cloudy,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),4.0,3.0,5.0,1,3.0,0,,1,Yes,No,Interaction with squirrel ~50 feet away,0.0,,,,0.0,,,,
Gonzaga University,47.667559999999995,-117.402427,Core college campus,0 - 3m,< 3m,Within 15 meters of sidewalks,"Tuesday, October 26, 2021",3:20:00 PM,Mostly cloudy,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),4.0,3.0,5.0,1,3.0,0,,1,Yes,No,Interaction with squirrel ~50 feet away,0.0,,,,0.0,,,,
Gonzaga University,47.66833,-117.4037,Core college campus,> 10m,0m,Within 15 meters of sidewalks,"Wednesday, October 27, 2021",3:20:00 PM,Mostly cloudy,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),13.0,0.0,0.0,0,3.0,0,,0,,,,0.0,,,,0.0,,,,
Gonzaga University,47.667963,-117.403057,Core college campus,3 - 10m,3 - 15m,Within 15 meters of buildings,"Thursday, October 28, 2021",3:20:00 PM,Partly cloudy,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),0.0,5.0,6.0,1,3.0,1,,7,Yes,Yes,A guy tried to feed the squirrel,5.0,Yes,Yes,A guy tried to feed the squirrel,0.0,,,,
Gonzaga University,47.667790000000004,-117.40258,Core college campus,0 - 3m,< 3m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Friday, October 29, 2021",3:20:00 PM,Partly cloudy,No,None,Eastern gray squirrel (Sciurus carolinensis),7.0,5.0,2.0,2,0.0,0,,1,Yes,Yes,Chasing and interacting directly with each other.,0.0,,,,0.0,,,,Squirrels directly interacted with each other and chased each other.
Gonzaga University,47.66745,-117.40375,Core college campus,3 - 10m,< 3m,Within 15 meters of sidewalks,"Saturday, October 30, 2021",3:21:00 PM,Partly cloudy,No,Steady breeze,Western gray squirrel (Sciuris griseus),2.0,4.0,8.0,0,0.0,0,,0,No,No,,0.0,No,No,,0.0,No,No,,
Gonzaga University,47.6685,-117.4034,Core college campus,> 10m,0m,"Within 15 meters of paved road, Within 15 meters of buildings","Sunday, October 31, 2021",3:21:00 PM,Partly cloudy,No,Light breeze,Western gray squirrel (Sciuris griseus),0.0,2.0,0.0,0,2.0,12,,1,No,No,,0.0,,,,0.0,,,,
Gonzaga University,47.66854,-117.40051000000001,Core college campus,3 - 10m,3 - 15m,"Within 15 meters of sidewalks, Within 15 meters of dirt/gravel road, Within 15 meters of paved road, Within 15 meters of buildings","Monday, November 1, 2021",3:22:00 PM,Partly cloudy,No,Light breeze,Western gray squirrel (Sciuris griseus),6.0,6.0,0.0,0,0.0,0,,0,,,,2.0,No,Yes,,0.0,,,,
Gonzaga University,47.6679,-117.40256000000001,Core college campus,3 - 10m,< 3m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Tuesday, November 2, 2021",3:24:00 PM,None,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),0.0,11.0,1.0,2,0.0,2,,2,Yes,Yes,,11.0,,Yes,,0.0,No,,,
Gonzaga,47.667609999999996,-117.40218999999999,Core college campus,> 10m,3 - 15m,"Within 15 meters of sidewalks, Within 15 meters of paved road","Wednesday, November 3, 2021",3:25:00 PM,Mostly sunny,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),3.0,5.0,3.0,1,0.0,4,,0,No,No,,0.0,No,No,,0.0,No,No,,
Gonzaga,47.667609999999996,-117.40218999999999,Core college campus,> 10m,3 - 15m,"Within 15 meters of sidewalks, Within 15 meters of paved road","Thursday, November 4, 2021",3:25:00 PM,Mostly sunny,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),3.0,5.0,3.0,1,0.0,4,,0,No,No,,0.0,No,No,,0.0,No,No,,
Gonzaga University,47.6678,-117.4078,Core college campus,0 - 3m,< 3m,Within 15 meters of buildings,"Friday, November 5, 2021",3:25:00 PM,Mostly sunny,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),4.0,5.0,2.0,0,1.0,4,,0,,,,0.0,,,,0.0,,,,
Gonzaga University,47.66832,-117.4037,Core college campus,> 10m,0m,"Within 15 meters of sidewalks, Within 15 meters of dirt/gravel road, Within 15 meters of paved road, Within 15 meters of buildings","Saturday, November 6, 2021",3:26:00 PM,Mostly cloudy,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),13.0,2.0,0.0,0,1.0,0,Squirrel stayed in one position almost the entire time,0,,No,,6.0,No,Yes,"Walking and talking, loud",1.0,No,Yes,dog walking and sniffing,
Gonzaga University,47.66765,-117.4027,Core college campus,0 - 3m,< 3m,Within 15 meters of sidewalks,"Sunday, November 7, 2021",3:28:00 PM,Partly cloudy,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),0.0,2.0,1.0,1,5.0,7,,1,Yes,Yes,,4.0,No,Yes,,0.0,No,No,,
Gonzaga University,47.667559999999995,-117.40258999999999,Core college campus,> 10m,3 - 15m,"Natural area, on trail, Within 15 meters of sidewalks","Monday, November 8, 2021",3:28:00 PM,Mostly sunny,No,Light breeze,Western gray squirrel (Sciuris griseus),0.0,2.0,2.0,0,0.0,1,Ran up the tree and we waited the whole 5 minutes but it was out of sight,1,Yes,Yes,Standing near each other and then they ran opposite directions to forage,0.0,No,Yes,Observed close and then the squirrel ran up the tree when it saw my partner and I,0.0,No,No,,No
Gonzaga University,47.66833,-117.4037,Core college campus,> 10m,0m,Within 15 meters of sidewalks,"Tuesday, November 9, 2021",3:32:00 PM,Mostly cloudy,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),3.0,2.0,9.0,0,0.0,2,,0,,,,0.0,,,,0.0,,,,
Gonzaga University,47.66814,-117.34,Core college campus,3 - 10m,0m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Wednesday, November 10, 2021",3:35:00 PM,Partly cloudy,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),0.0,14.0,0.0,0,2.0,0,,0,No,No,,1.0,No,Yes,,0.0,,,,
Gonzaga University,47.6676,-117.40386000000001,Core college campus,0 - 3m,0m,"Within 15 meters of paved road, Within 15 meters of buildings","Thursday, November 11, 2021",3:36:00 PM,Overcast,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),4.0,2.0,0.0,1,0.0,9,,1,Yes,Yes,Chased in tree,2.0,No,Yes,,0.0,"No, NA",,,
Gonzaga University,47.668234000000005,-177.403946,Core college campus,0 - 3m,0m,Within 15 meters of sidewalks,"Friday, November 12, 2021",3:40:00 PM,Partly cloudy,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),5.0,0.0,2.0,0,8.0,1,The squirrel had climbed into a tree and was eating it before he dropped it and began resting and grooming in the tree,0,No,No,,3.0,No,Yes,Seemed unbothered by humans since it was up in the tree,0.0,No,No,,
Gonzaga University,47.66644,-117.40096000000001,Core college campus,3 - 10m,0m,"Natural area, off trail","Saturday, November 13, 2021",3:40:00 PM,Mostly cloudy,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),0.0,13.0,3.0,0,0.0,0,,1,Yes,Yes,"Focal animal was chased across tree branches, from tree to tree",2.0,No,Yes,Other students observing the other squirrel,0.0,No,No,,
Gonzaga University,47.668093,-117.401179,Core college campus,3 - 10m,0m,"Within 15 meters of paved road, Within 15 meters of buildings","Sunday, November 14, 2021",3:43:00 PM,Partly cloudy,No,None,Eastern gray squirrel (Sciurus carolinensis),2.0,3.0,0.0,0,2.0,9,N/a,0,No,No,,4.0,No,Yes,Just students walking to class not noticing the squirrels,0.0,No,,,
Gonzaga University,47.667770000000004,-117.4029,Core college campus,> 10m,< 3m,"Natural area, off trail, Natural area, on trail, Within 15 meters of sidewalks, Within 15 meters of dirt/gravel road, Within 15 meters of paved road, Within 15 meters of buildings","Monday, November 15, 2021",3:45:00 PM,Partly cloudy,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),0.0,15.0,0.0,0,1.0,0,"squirrel was foraging in a trashcan for just about the whole 5 minutes, the 1 other was when the squirrel fell into the trashcan",0,No,,,10.0,"Yes, No",,There is a maintenance worker that feeds the squirrels peanuts so they tend to clump in one area on campus,0.0,No,No,,
Gonzaga University,47.66744,-117.40471000000001,Core college campus,0 - 3m,0m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Tuesday, November 16, 2021",3:45:00 PM,Mostly cloudy,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),9.0,4.0,0.0,0,3.0,0,,0,,,,0.0,,,,0.0,,,,
Gonzaga University,47.6685,-117.40265,Core college campus,0 - 3m,< 3m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Wednesday, November 17, 2021",3:45:00 PM,None,No,None,Eastern gray squirrel (Sciurus carolinensis),1.0,7.0,8.0,0,0.0,0,,0,,,,18.0,No,Yes,"Focal animal had no visible reaction to nearby humans, despite some passing quite close and one passing rather nosily on a bicycle",0.0,,,,
Gonzaga University,47.668440000000004,-117.40058,Core college campus,3 - 10m,3 - 15m,"Within 15 meters of sidewalks, Within 15 meters of dirt/gravel road, Within 15 meters of paved road, Within 15 meters of buildings","Thursday, November 18, 2021",3:45:00 PM,Partly cloudy,No,Light breeze,Western gray squirrel (Sciuris griseus),3.0,6.0,2.0,0,3.0,1,None,0,,,None,4.0,No,Yes,None,0.0,,,None,None
Gonzaga University,47.66742,-117.41243,Core college campus,> 10m,3 - 15m,Within 15 meters of dirt/gravel road,"Friday, November 19, 2021",3:48:00 PM,Mostly sunny,No,Light breeze,Western gray squirrel (Sciuris griseus),0.0,3.0,3.0,0,1.0,0,,0,No,No,,0.0,No,No,,0.0,No,No,,
Gonzaga University,47.667770000000004,-117.40293,Core college campus,> 10m,< 3m,"Natural area, off trail, Natural area, on trail, Within 15 meters of sidewalks, Within 15 meters of dirt/gravel road, Within 15 meters of paved road, Within 15 meters of buildings","Saturday, November 20, 2021",3:50:00 PM,Partly cloudy,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),3.0,10.0,0.0,3,0.0,0,interacted with other squirrels that were in the same area,0,No,No,,0.0,No,Yes,only humans around were the observers,0.0,No,No,,
Gonzaga University,47.66833,-117.40101999999999,Core college campus,0 - 3m,0m,Within 15 meters of paved road,"Sunday, November 21, 2021",3:50:00 PM,Overcast,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),13.0,0.0,1.0,0,0.0,2,,1,No,Yes,,0.0,,,,0.0,,,,
Gonzaga University,47.667828,-117.40261699999999,Core college campus,0 - 3m,< 3m,"Natural area, off trail, Within 15 meters of paved road, Within 15 meters of buildings","Monday, November 22, 2021",3:51:00 PM,None,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),0.0,0.0,0.0,0,16.0,0,The squirrel ran to a tree and then was resting in the tree with its belly on the branch of the tree and his four legs sprawled out. He would noticed me once standing under the tree and moved up a couple branches before he continued resting.,0,No,No,The squirrel was not social.,0.0,No,No,The squirrel only moved further up the tree when he noticed me.,0.0,No,No,N/a,N/a
Gonzaga University,47.66937,-117.40288999999999,Core college campus,3 - 10m,< 3m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Tuesday, November 23, 2021",3:51:00 PM,None,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),2.0,2.0,0.0,1,5.0,6,Dog on leash may have triggered retreat into tree. Squirrel under observation was aggressively chased by another conspecific.,1,Yes,Yes,Conspecific aggressively chased subject for around 20 seconds,3.0,No,No,Observers and one passer-by,1.0,No,No,"Dog was on leash, once dog was near the closest point to subject, subject retreated up tree after being in two legged alert phase.",
Gonzaga University,47.66789,-117.40226000000001,Core college campus,> 10m,3 - 15m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Wednesday, November 24, 2021",3:54:00 PM,Mostly sunny,No,Light breeze,Western gray squirrel (Sciuris griseus),1.0,0.0,0.0,0,1.0,0,,0,No,No,,0.0,No,Yes,,0.0,No,No,,
Gonzaga University,47.66789,-117.40226000000001,Core college campus,> 10m,3 - 15m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Thursday, November 25, 2021",3:54:00 PM,Mostly sunny,No,Light breeze,Western gray squirrel (Sciuris griseus),1.0,0.0,0.0,0,1.0,0,,0,No,No,,0.0,No,Yes,,0.0,No,No,,
Gonzaga University,47.66789,-117.40226000000001,Core college campus,> 10m,3 - 15m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Friday, November 26, 2021",3:54:00 PM,Mostly sunny,No,Light breeze,Western gray squirrel (Sciuris griseus),1.0,0.0,0.0,0,1.0,0,,0,No,No,,0.0,No,Yes,,0.0,No,No,,
Gonzaga University,47.66789,-117.40226000000001,Core college campus,> 10m,3 - 15m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Saturday, November 27, 2021",3:54:00 PM,Mostly sunny,No,Light breeze,Western gray squirrel (Sciuris griseus),1.0,0.0,0.0,0,1.0,0,,0,No,No,,0.0,No,Yes,,0.0,No,No,,
Gonzaga University,47.66789,-117.40226000000001,Core college campus,> 10m,3 - 15m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Sunday, November 28, 2021",3:54:00 PM,Mostly sunny,No,Light breeze,Western gray squirrel (Sciuris griseus),1.0,0.0,0.0,0,1.0,0,,0,No,No,,0.0,No,Yes,,0.0,No,No,,
Gonzaga University,47.66789,-117.40226000000001,Core college campus,> 10m,3 - 15m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Monday, November 29, 2021",3:54:00 PM,Mostly sunny,No,Light breeze,Western gray squirrel (Sciuris griseus),1.0,0.0,0.0,0,1.0,0,,0,No,No,,0.0,No,Yes,,0.0,No,No,,
Gonzaga University,47.66729,-117.404276,Core college campus,> 10m,< 3m,Within 15 meters of buildings,"Tuesday, November 30, 2021",3:55:00 PM,Mostly sunny,No,Light breeze,Western gray squirrel (Sciuris griseus),0.0,0.0,0.0,0,1.0,14,,0,No,No,,0.0,No,Yes,,0.0,No,No,,
Gonzaga University,47.66825,-117.40223,Core college campus,0 - 3m,0m,"Within 15 meters of sidewalks, Within 15 meters of buildings","Wednesday, December 1, 2021",3:58:00 PM,Partly cloudy,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),2.0,7.0,0.0,0,7.0,0,,0,,,,0.0,,,,0.0,,,,
Gonzaga University,47.667414,-117.404344,Core college campus,3 - 10m,3 - 15m,Within 15 meters of sidewalks,"Thursday, December 2, 2021",4:00:00 PM,Partly cloudy,No,Steady breeze,Eastern gray squirrel (Sciurus carolinensis),7.0,0.0,4.0,0,1.0,3,,1,No,No,,1.0,No,Yes,"A person just walked by the squirrel, about 10m away ",0.0,,,,
Gonzaga University,47.668,-117.4,Core college campus,3 - 10m,< 3m,Within 15 meters of sidewalks,"Friday, December 3, 2021",4:02:00 PM,Partly cloudy,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),0.0,8.0,1.0,2,2.0,3,,0,No,No,,0.0,No,No,,0.0,No,No,,
Gonzaga University,47.66845,-117.40365,Core college campus,3 - 10m,< 3m,Within 15 meters of sidewalks,"Saturday, December 4, 2021",4:10:00 PM,Overcast,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),0.0,15.0,1.0,0,0.0,0,"Squirrel was positioned in the middle of three trees, all equally distanced. Good safety awareness.",0,No,No,,0.0,No,No,,0.0,No,No,,
Gonzaga University,47.667677000000005,-117.40223200000001,Core college campus,3 - 10m,3 - 15m,"Natural area, off trail, Within 15 meters of paved road, Within 15 meters of buildings","Sunday, December 5, 2021",4:11:00 PM,None,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),3.0,4.0,1.0,2,3.0,3,"This squirrel was very active. For the first part of the observation, it was munching on some grass and was forging around a tree. Then it ran across the road to a different tree, found another couple of squirrels and started chasing them around the tree. ",2,Yes,Yes,They chased each other around the tree and inside of the tree for only a couple of seconds. This occurred twice and the squirrel still had grass in its mouth afterwards.,2.0,No,Yes,"The squirrel got very close to us and the two people that were also standing in the same area as us. Other than that, the squirrel kept doing its normal activities like foraging. ",0.0,No,No,N/a,N/a
Gonzaga University,47.667677000000005,-117.40223200000001,Core college campus,3 - 10m,3 - 15m,"Natural area, off trail, Within 15 meters of paved road, Within 15 meters of buildings","Monday, December 6, 2021",4:11:00 PM,None,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),3.0,4.0,1.0,2,3.0,3,"This squirrel was very active. For the first part of the observation, it was munching on some grass and was forging around a tree. Then it ran across the road to a different tree, found another couple of squirrels and started chasing them around the tree. ",2,Yes,Yes,They chased each other around the tree and inside of the tree for only a couple of seconds. This occurred twice and the squirrel still had grass in its mouth afterwards.,2.0,No,Yes,"The squirrel got very close to us and the two people that were also standing in the same area as us. Other than that, the squirrel kept doing its normal activities like foraging. ",0.0,No,No,N/a,N/a
Gonzaga University,47.667677000000005,-117.40223200000001,Core college campus,3 - 10m,3 - 15m,"Natural area, off trail, Within 15 meters of paved road, Within 15 meters of buildings","Tuesday, December 7, 2021",4:11:00 PM,None,No,Light breeze,Eastern gray squirrel (Sciurus carolinensis),3.0,4.0,1.0,2,3.0,3,"This squirrel was very active. For the first part of the observation, it was munching on some grass and was forging around a tree. Then it ran across the road to a different tree, found another couple of squirrels and started chasing them around the tree. ",2,Yes,Yes,They chased each other around the tree and inside of the tree for only a couple of seconds. This occurred twice and the squirrel still had grass in its mouth afterwards.,2.0,No,Yes,"The squirrel got very close to us and the two people that were also standing in the same area as us. Other than that, the squirrel kept doing its normal activities like foraging. ",0.0,No,No,N/a,N/a
